image,image_source,ocr_method,country_pred,country_true,country_exact,country_fuzzy,country_status,material_pred,material_true,material_exact,material_fuzzy,material_status,care_pred,care_true,care_exact,care_fuzzy,care_status,ocr_confidence,full_text,error_score
IMG_8713.JPG,cropped,original,,Nicaragua,False,0.0,prediction_failed,77% RECYCLED POLYESTER 11% LYOCELL 12% SPANDEX MACHINE,"77% recycled polyester, 11% lyocell, 12% spandex",False,0.9019607843137255,near_match,MACHINE WASH COLD WHH UKE COLORS. ONLY NON-CHLORINE BLEACH: IF NEEDED. TUMBLE DRY. LOW: REMOVE PROMPTLY. COOLIRON IF NEEDED. DO-NOT YRON ON LABEL. RN17730 VN1068795:,machine wash cold with like colors. only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed. do not iron on label,False,0.887459807073955,partial_match,69.34210526315789,"77% RECYCLED POLYESTER/ 11% LYOCELL ¢
12% SPANDEX MACHINE WASH COLD WHH
UKE COLORS. ONLY NON-CHLORINE BLEACH:
IF NEEDED. TUMBLE DRY. LOW: REMOVE
PROMPTLY. COOLIRON IF NEEDED. DO-NOT
YRON ON LABEL. RN17730 VN1068795:

MADE IN NICARAGUA.

*
*
",1.2105794086123196
IMG_8539.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,,machine wash cold gentle cycle with like colors. Non-chlorine bleach only. Tumble dry low. Warm iron as needed.,False,0.0,prediction_failed,95.0,,3.0
IMG_8712.JPG,cropped,original,,not visible,False,0.0,prediction_failed,"77% RECYCLED POLYESTER 11% NYLON 8% WOOL 4% SPANDEX

TURN","77% recycled polyester, 11% nylon, 8% wool, 4% spandex",False,0.9272727272727272,near_match,"MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED RESHAPE AND LAY FLAT TO DRY COOL IRON IF NEEDED",turn garment inside out. machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. reshape and lay flat to dry. cool iron if needed,False,0.896551724137931,partial_match,94.6923076923077,"77% RECYCLED POLYESTER / 11% NYLON / 8% WOOL /
4% SPANDEX

TURN GARMENT INSIDE OUT

MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE
ONLY NON-CHLORINE BLEACH IF NEEDED

RESHAPE AND LAY FLAT TO DRY

COOL IRON IF NEEDED
",1.1761755485893417
IMG_8706.JPG,cropped,original,,Vietnam,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,95.0,,3.0
tag_3.JPG,original,preprocessed,,not visible,False,0.0,prediction_failed,,"50% Modal, 50% Cotton",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,95.0,,3.0
IMG_8629.JPG,cropped,preprocessed,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,,dry clean,False,0.0,prediction_failed,95.0,,3.0
IMG_8615.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,100% Cashmere,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,39.0,".

ve

.

we NS,
ar yen

W arene

\
\

",3.0
IMG_8601.JPG,cropped,original,,not visible,False,0.0,prediction_failed,"100% CASHMERE

DRY",100% Cashmere,False,0.8666666666666667,partial_match,DRY CLEAN OR HAND WASH CGLD DO NOT TWIST OR WRING DO NOT BLEACH SHAPE ANI > LAY,dry clean or hand wash cold do not twist or wring do not bleach reshape and lay flat to dry warm iron if needed,False,0.7894736842105263,partial_match,84.1304347826087,"100% CASHMERE

DRY CLEAN

OR HAND WASH CGLD
DO NOT TWIST OR WRING
DO NOT BLEACH
SHAPE ANI > LAY

",1.343859649122807
IMG_8588.JPG,cropped,original,,Peru,False,0.0,prediction_failed,,"52% Modal, 24% Polyester, 24% Cotton",False,0.0,prediction_failed,"Machine Wash Gold With Like ‘Colors. Non-Chlorine Bleach ‘Only. Mee yLow. Iron ""ye oe ~ to","Machine wash cold with like colors, non-chlorine bleach only, tumble dry low, iron on lowest setting",False,0.8,partial_match,44.421052631578945,"He)

rique )

i aa dal fe: ay odel
24%, «Paves Pa ter /
| hehe ee
AS CAF IL Ipoliester :
‘24%: Cotton seh :
; Baumwolle /Katoen /AB /_ F
; AIGOGON ites
"" Machine Wash Gold With Like
‘Colors. Non-Chlorine Bleach
‘Only. Mee yLow. Iron

""ye
oe
~

to

",2.2
IMG_8563.JPG,cropped,original,VIETNAM,Vietnam,True,1.0,exact_match,,not visible,False,0.0,prediction_failed,DRY CLEAN ONLY. NETTOYAGE A SEC SEULEMENT.,dry clean only,False,0.509090909090909,mismatch,94.15384615384616,"DRY CLEAN ONLY.
NETTOYAGE A SEC SEULEMENT.

MADE IN VIETNAM
FABRIQUE AU VIETNAM
",1.490909090909091
IMG_8577.JPG,original,original,,USA,False,0.0,prediction_failed,,"88% Tencel Lyocell, 12% Spandex",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,55.5,"IN USA / HECHO EN EEUU /
WE AUXETATS-UNIS

",3.0
IMG_8589.JPG,original,original,,China,False,0.0,prediction_failed,,"90% Recycled Cashmere, 10% Cashmere",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,75.125,"YCLED CASHMERE /
RE aie / CASHMERE

",3.0
IMG_8600.JPG,cropped,original,,not visible,False,0.0,prediction_failed,100% COTTON,100% Cotton,True,1.0,exact_match,,Dry clean only,False,0.0,prediction_failed,47.27272727272727,"100% COTTON
= me | ge —< NON LY

",2.0
IMG_8614.JPG,cropped,original,,China,False,0.0,prediction_failed,"52%VISCOSE 28%POLVESTER 20%NYLON
EXCLUSIV 28% SLYESTER 28% oe NYLON","52% viscose, 28% polyester, 20% nylon",False,0.5961538461538461,mismatch,,hand wash separately in cold water do not bleach lay flat to dry do not iron,False,0.0,prediction_failed,63.794117647058826,"é ett Oue EN SHINE
cay ECHO EN CHI INA

US 52%VISCOSE
28%POLVESTER 20%NYLON
EXCLUSIV ye F TRIMS

st oan’ OSE
28% SLYESTER 2 NYLON
HORS GARNI

MX
28% oe NYLON
EXCLUYENDO ADORNOS

",2.4038461538461537
IMG_8628.JPG,cropped,preprocessed,,not visible,False,0.0,prediction_failed,,100% Cashmere,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,95.0,,3.0
IMG_8602.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,"49% Rayon, 31% Polyester, 20% Nylon",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,95.0,,3.0
IMG_8616.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,,Dry clean only,False,0.0,prediction_failed,95.0,,3.0
IMG_8574.JPG,cropped,original,,India,False,0.0,prediction_failed,,100% Organic Cotton,False,0.0,prediction_failed,,"Machine wash cold with like colors, tumble dry low, do not bleach",False,0.0,prediction_failed,95.0,,3.0
IMG_8560.JPG,cropped,original,,China,False,0.0,prediction_failed,,"70% Rayon, 30% Polyester",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,95.0,,3.0
IMG_8561.JPG,cropped,original,,not visible,False,0.0,prediction_failed,"100% POLYESTER
LINING 100% POLYESTER
TRONC 100% POLYESTER

DOUBLURE 100% POLYESTER
CA",100% Polyester,False,0.2857142857142857,mismatch,,not visible,False,0.0,prediction_failed,93.3125,"BODY: 100% POLYESTER
LINING: 100% POLYESTER
TRONC: 100% POLYESTER

DOUBLURE: 100% POLYESTER
CA 23725 RN 122354
",2.7142857142857144
IMG_8575.JPG,cropped,original,,Cambodia,False,0.0,prediction_failed,53%cotton,"53% Cotton, 47% Polyester, 49% Cotton, 49% Polyester, 2% Spandex",False,0.2465753424657534,mismatch,,not visible,False,0.0,prediction_failed,32.142857142857146,"53%cotton/A
47% »sPolyestet/ Polyester
Rib/costilla:
4g%Cotton/Algoden
AQ%Polyestel/ Polyester
2xSpandex/ Elasthanne

oECORATION |

Beyer
DECORATION

Sd nti!

“RN50369 a
STE 2920 a
",2.7534246575342465
IMG_8617.JPG,cropped,original,,China,False,0.0,prediction_failed,"70% RAYON 356% YLON
EXCLUSIVE","70% Rayon, 30% Nylon",False,0.6938775510204082,mismatch,,"Turn garment inside out, hand wash cold, do not bleach, lay flat to dry, warm iron if needed, do not iron on decoration",False,0.0,prediction_failed,36.93333333333333,"70% RAYON
356% YLON
EXCLUSIVE GF
GStLakATiin
EN 7533775

'NSiGE Gir
HAND WSN CHLG
S38 HET SitncH
i AY FLAY T5 GRY
LENS inn
| ‘op si [RON GN

OECORATION
",2.306122448979592
IMG_8603.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,WASH DRY FL AT. IRON AT LOW TEMPERATURE,"machine wash separately in cold water, do not bleach, dry flat, iron at low temperture",False,0.576,mismatch,62.1,"ae “anata WASH
DRY FL AT.
IRON AT LOW

TEMPERATURE
",2.424
IMG_8607.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,"MACHINE WASH COLD WITH LIKE COLORS WITH LD DETERGENT avec des couleurs doux ‘ONLY NON-GHLORINE BLEACH WHEN NEEDED _ Utiliser uniquement un agent blanchissant non TUMBLE DRY. LOW, R EMOVE PROMPTLY. temperatut Gy neh AL rapidement Se ‘ \ GOOLIRON IF NEEDED ~","Machine wash cold with like colors with mild detergent, only non-chlorine bleach when needed, tumble dry low remove promptly, iron cool if needed, or dry clean",False,0.6506024096385542,mismatch,72.0,"MACHINE WASH COLD
WITH LIKE COLORS WITH
LD DETERGENT

Laver en machine a froid
avec des couleurs

Similaires avec détergent
doux

‘ONLY NON-GHLORINE

BLEACH WHEN NEEDED
_ Utiliser uniquement un
agent blanchissant non
_décolorant si besoin: est.

TUMBLE DRY. LOW, R

EMOVE
PROMPTLY.
Sécher en machine a be basse
temperatut Gy neh AL

rapidement Se ‘ \
GOOLIRON IF NEEDED ~

fe passat Adee RN

",2.3493975903614457
IMG_8613.JPG,original,original,,not visible,False,0.0,prediction_failed,60% COTTON 40% POLYESTER,"60% Cotton, 40% Polyester",False,0.9795918367346939,near_match,"WASH ONCE BEFORE WEARING TURA GARMENT INSIDE OUT, MACHINE WASH COLD WITH LIKE COLORS, NON-CHy CH WHEN NEEDED, TUMBLE p 10H WARM IRON IF NEEDED. 9 nor \}","Wash garment once before wearing, turn garment inside out, machine wash cold with like colors, non-chlorine bleach when needed, tumble dry low, warm iron if necessary, do not dry clean.",False,0.8273809523809523,partial_match,73.05263157894737,"60% COTTON) COTON/
‘ALGODON
40% POLYESTER/ POLIESTER

WAD at

AGAS
WASH ONCE BEFORE WEARING TURA
GARMENT INSIDE OUT, MACHINE WASH

COLD WITH LIKE COLORS, NON-CHy
CH WHEN NEEDED, TUMBLE p

10H WARM IRON IF NEEDED. 9 nor

\}
",1.1930272108843538
IMG_8571.JPG,cropped,original,CHINA,China,True,1.0,exact_match,"100% COTTON
LINING 100% POLYESTER
MADE","100% Cotton, 100% Polyester",False,0.8,partial_match,,not visible,False,0.0,prediction_failed,95.11111111111111,"SELF:
100% COTTON
LINING:
100% POLYESTER
MADE IN CHINA
",1.2
IMG_8565.JPG,original,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,Hand wash or __ = Hae wasn fase 4 : - a¢ > wULee hs eT lk,"hand wash or machine wash gentle cycle in cold water, do not bleach, lay flat to dry, iron warm if necessary",False,0.3515151515151515,mismatch,37.629629629629626,"r
tA
peak dee na
2
Y

“Hand wash or __ =
Hae wasn

fase

4 : -

a¢

>

wULee hs eT lk
",2.6484848484848484
IMG_8559.JPG,original,original,,USA,False,0.0,prediction_failed,"96% COTTON 4% SPANDEX

DW","96% Cotton, 4% Spandex",False,0.9130434782608695,near_match,MACHINE WASH COLD DO NOT BLEACH ; WASH WITH LIKE COLORS TUMBLE DRY LOW WARM IRON OK e e,"machine wash cold, do not bleach, wash with like colors, tumble dry low, warm iron ok",False,0.9418604651162791,near_match,82.15625,"a
: ae

96% COTTON 4% SPANDEX

DW wz
MACHINE WASH COLD
DO NOT BLEACH ;
WASH WITH LIKE COLORS

TUMBLE DRY LOW
WARM IRON OK

e

e
",1.1450960566228514
IMG_8564.JPG,cropped,original,,Bangladesh,False,0.0,prediction_failed,,"70% Viscose, 30% Polyamide",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,95.0,,3.0
IMG_8570.JPG,cropped,original,,not visible,False,0.0,prediction_failed,"31% POLYESTER 48% NYLON 3% ELASTANE 48% VISCOSE 31% POLYESTER 48% NYLON 3% ELASTHANNE
CA","48% Viscose, 31% Polyester, 18% Nylon, 3% Elastane",False,0.6666666666666666,mismatch,,not visible,False,0.0,prediction_failed,92.35,"4B% VISCOSE, 31% POLYESTER,
48% NYLON, 3% ELASTANE
48% VISCOSE, 31% POLYESTER,
48% NYLON, 3% ELASTHANNE
CA 23725 RN 122354
",2.3333333333333335
IMG_8612.JPG,cropped,original,VIETNAM,made in Vietnam,False,0.6363636363636364,mismatch,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,91.33333333333333,"MADE IN VIETNAM
FABRIQUE AU VIETNAM
HECHO EN VIETNAM
",2.3636363636363638
IMG_8606.JPG,cropped,original,PERU,Peru,True,1.0,exact_match,50% PIMA COTTON,"50% Pima Cotton, 50% Modal",False,0.7317073170731707,partial_match,,not visible,False,0.0,prediction_failed,64.8125,"50% PIMA COTTON/
COTON PIMA -
oth MODAL, MODAL

M/M

_ MADE IN PERU

",1.2682926829268293
IMG_8610.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,"83% Polyester, 12% Rayon, 5% Spandex",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,26.823529411764707,"IR TE ee ee et rat oh ap ubied ahd a

BO RE eS A OM RENE

er ae a gta

Hi, Wh wk i hl -

bre bet eet le

el

i POLYESTER

PP

Bt Tit

95 3 8 eee ee

i &

ea a

a2 SS eee
",3.0
IMG_8604.JPG,cropped,original,,China,False,0.0,prediction_failed,73% ACRYLIC 24% POLYESTER 3% SPANDEX,"73% acrylic, 24% polyester, 3% spandex",False,0.972972972972973,near_match,HAND WASH COLD SEPARATELY USE ONLY NON-CHLORINE BLEACH IF NEEDED RESHAPE AND LAY FLAT TO DRY USE LOW IRON IF NECESSARY,"hans wash cold separately, use only non-chlorine bleach if needed reshape and lay flat to dry use low iron if necessary",False,0.9873417721518988,near_match,83.9375,"|

MADE IN CHINA
73% ACRYLIC
24% POLYESTER
3% SPANDEX —

HAND WASH COLD

SEPARATELY
USE ONLY NON-CHLORINE

BLEACH IF NEEDED

RESHAPE AND
LAY FLAT TO DRY

USE LOW IRON
IF NECESSARY
",1.039685254875128
IMG_8599.JPG,cropped,original,,not visible,False,0.0,prediction_failed,"100% CASHMERE

DRY",100% Cotton,False,0.42857142857142855,mismatch,DRY CLEAN ‘OR HAND WASH COLD DO NOT TWIST OR WRING DO NOT BLEACH RESHAPE AND LAY FLAT TO DRY WARM IRON IF NEEDED,"Dry clean or hand wash cold, do not twist or wring, do not bleach, reshape and lay flat to dry, warm iron if needed",False,0.9779735682819384,near_match,85.4074074074074,"100% CASHMERE

DRY CLEAN
‘OR HAND WASH COLD
DO NOT TWIST OR WRING
DO NOT BLEACH
RESHAPE AND LAY
FLAT TO DRY
WARM IRON IF NEEDED

",1.593455003146633
IMG_8573.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,MACHINE waSH COLD DO NOT BLEACH TUMBLE DRY LOW HEAT COOL \IRON,"Machine wash cold, do not bleach, tumble dry low heat, cool iron",False,0.9682539682539683,near_match,87.91666666666667,"MACHINE waSH COLD
DO NOT BLEACH
TUMBLE DRY LOW

HEAT
COOL \IRON
",2.0317460317460316
IMG_8567.JPG,cropped,original,,China,False,0.0,prediction_failed,,"80% Silk, 20% Nylon",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,95.0,,3.0
IMG_8611.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,MACHINE WASH COLD WITH LiKE COLORS SS GENTLE CYCLE 3 ee seers Ae oan \CH iF NEEDED,"turn garment inside out, machine wash cold with like colors, gentile cycle, only non-chlorine bleach when needed, tumble dry low, cool iron on reverse side if needed",False,0.5182186234817814,mismatch,61.72727272727273,"TURN GARMENT

INSIDE OUT
MACHINE WASH COLD
WITH LiKE COLORS
SS GENTLE CYCLE
3 ee seers Ae
oan \CH iF NEEDED

",2.4817813765182186
IMG_8608.JPG,cropped,original,TURKEY,Turkey,True,1.0,exact_match,"68% RAYON 43% METALLIC 5% ELASTANE 58% RAYONNE 24% POLYESTER 58% RA 24% eS 13% METALICO
S","58% Rayon, 24% Polyester, 13% Metallic, 5% Elastane",False,0.5285714285714286,mismatch,,not visible,False,0.0,prediction_failed,74.74193548387096,"68% RAYON

‘ re POLYESTER
43% METALLIC
5% ELASTANE

58% RAYONNE
24% POLYESTER
1 wy 4, METALLIQUE

4 ELASTHANNE

58% RA
24% eS

13% METALICO
S% ELASTANO

MADE IN TURKEY

",1.4714285714285715
IMG_8620.JPG,cropped,original,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,"Hand wash cold, lay flat to dry or professional dry clean","hand wash cold, lay flat to dry or professional dry clean",True,1.0,exact_match,89.0,"Hand wash cold, lay flat
to dry or professional
dry clean
",2.0
IMG_8581.JPG,original,preprocessed,,not visible,False,0.0,prediction_failed,,"94% Rayon, 6% Elastane",False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,25.596774193548388,"sagen iay!
i seta Haiti
Prot aRIN
HARA BH a)
ISTH

t i i

: f

Tague
Little f

Hy na rl
4

nd | i
wil

UHH
AGH
SEY TOM HH

é ieee
(

t ‘f
diately

Ht

tei )

Ii

i
ily

;
PAHHR HHT Pa a ead il
RHUL HR HH HANUREM UNM MM

hoo

Mi
",3.0
IMG_8595.JPG,cropped,original,CHINA,China,True,1.0,exact_match,"400% POLYES TES 100% POLYESTER

ETOFFE 100% POLYESTER
DOUBLURE 100% POLYESTER

TELA 100% POLIESTER

FORRO 100% POLIESTER",100% Polyester,False,0.21374045801526717,mismatch,,not visible,False,0.0,prediction_failed,70.72,"SHELL.
""400% POLYES TES
LINING:
100% POLYESTER

ETOFFE EXTERIEURE:

100% POLYESTER
DOUBLURE:

100% POLYESTER

TELA EXTERIOR:
100% POLIESTER

FORRO:
100% POLIESTER

\ MADE IN CHINA
",1.786259541984733
